Index,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Time Took For Restoration (hrs),Demand Loss (MW),Number of Customers Affected,State,County,NERC_Region,Event_Type,Alert_Criteria
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Mills County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Robertson County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Collin County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Cooke County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Dallas County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Denton County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Ellis County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Erath County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Fannin County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Grayson County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Hood County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Hunt County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Johnson County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Kaufman County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Navarro County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Parker County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Rains County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Rockwall County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Somervell County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Tarrant County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Van Zandt County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
70,March,2022-03-21,19:00:00,03/24/2022,00:00:00,5.000000000000001,,170000,Texas,Wise County,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
71,March,2022-03-22,21:04:00,03/22/2022,21:08:00,0.06666666666666643,0,0,Maryland,Prince George's County,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
72,March,2022-03-22,00:06:00,03/22/2022,04:29:00,4.383333333333333,0,0,South Dakota,,MRO,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
73,March,2022-03-25,20:46:00,03/25/2022,22:48:00,2.0333333333333368,0,0,Maine,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
74,March,2022-03-29,11:45:00,,,,0,0,California,Imperial County,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
75,March,2022-03-29,16:34:00,03/30/2022,15:25:00,22.85,0,0,Vermont,Chittenden County,NPCC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
76,March,2022-03-30,15:45:00,,,,,66448,Louisiana,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
76,March,2022-03-30,15:45:00,,,,,66448,Mississippi,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
76,March,2022-03-30,15:45:00,,,,,66448,Arkansas,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Huron County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Tuscola County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,St. Clair County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Washtenaw County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Macomb County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Wayne County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Monroe County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Oakland County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
77,March,2022-03-31,08:59:00,04/01/2022,19:30:00,10.516666666666667,60,70000,Michigan,Livingston County,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
78,March,2022-03-31,22:43:00,,,,0,0,Montana,Toole County,WECC,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
78,March,2022-03-31,22:43:00,,,,0,0,Montana,Toole County,SERC,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
78,March,2022-03-31,22:43:00,,,,0,0,Florida,Palm Beach County,WECC,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
78,March,2022-03-31,22:43:00,,,,0,0,Florida,Palm Beach County,SERC,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
79,March,2022-03-31,00:04:00,03/31/2022,09:20:00,9.266666666666667,157,22000,Georgia,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
79,March,2022-03-31,00:04:00,03/31/2022,09:20:00,9.266666666666667,157,22000,Alabama,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
79,March,2022-03-31,00:04:00,03/31/2022,09:20:00,9.266666666666667,157,22000,Mississippi,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
79,March,2022-03-31,00:04:00,03/31/2022,09:20:00,9.266666666666667,157,22000,Florida,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
80,April,2022-04-05,04:40:00,04/05/2022,17:21:00,12.683333333333337,73,16299,Missouri,Jackson County,SERC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
80,April,2022-04-05,04:40:00,04/05/2022,17:21:00,12.683333333333337,73,16299,Missouri,Jackson County,RF,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
81,April,2022-04-10,15:41:00,04/10/2022,15:50:00,0.14999999999999947,5,,Arkansas,Pulaski County,SERC,System Operations,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
82,April,2022-04-10,15:41:00,04/10/2022,15:50:00,0.14999999999999947,5,,Arkansas,Pulaski County,SERC,System Operations,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
83,April,2022-04-11,09:15:00,04/13/2022,08:00:00,22.749999999999996,3140,73717,Oregon,Multnomah County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
83,April,2022-04-11,09:15:00,04/13/2022,08:00:00,22.749999999999996,3140,73717,Oregon,Clackamas County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
83,April,2022-04-11,09:15:00,04/13/2022,08:00:00,22.749999999999996,3140,73717,Oregon,Marion County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
83,April,2022-04-11,09:15:00,04/13/2022,08:00:00,22.749999999999996,3140,73717,Oregon,Yamhill County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
83,April,2022-04-11,09:15:00,04/13/2022,08:00:00,22.749999999999996,3140,73717,Oregon,Washington County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
84,April,2022-04-11,21:37:00,04/11/2022,22:14:00,0.6166666666666671,2,1337,California,Riverside County,WECC,Actual Physical Attack,Damage or destruction of its Facility that results from actual or suspected intentional human action.
85,April,2022-04-11,20:33:00,04/11/2022,20:40:00,0.11666666666666625,0,0,Maryland,Calvert County,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
86,April,2022-04-11,20:33:00,04/11/2022,20:40:00,0.11666666666666625,0,0,Maryland,Calvert County,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
